#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IL17A	HGF	9606.ENSP00000344192	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.465	0.944
IL17A	IL23A	9606.ENSP00000344192	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0.816	0.980
IL17A	LIF	9606.ENSP00000344192	9606.ENSP00000249075	0	0	0	0	0	0	0.900	0.451	0.942
IL17A	FGF2	9606.ENSP00000344192	9606.ENSP00000264498	0	0	0	0	0	0	0.900	0.646	0.963
IL17A	STAT3	9606.ENSP00000344192	9606.ENSP00000264657	0	0	0	0	0	0.730	0.900	0.813	0.994
IL17A	MMP3	9606.ENSP00000344192	9606.ENSP00000299855	0	0	0	0	0	0	0.900	0.576	0.955
IL17A	MMP1	9606.ENSP00000344192	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0.495	0.947
IL17A	IL17F	9606.ENSP00000344192	9606.ENSP00000337432	0	0	0	0.901	0.292	0.800	0.800	0.976	0.972
IL17A	POMC	9606.ENSP00000344192	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.283	0.925
IL17A	SAA1	9606.ENSP00000344192	9606.ENSP00000384906	0	0	0	0	0	0	0.900	0.416	0.939
IL17A	LCN2	9606.ENSP00000344192	9606.ENSP00000362108	0	0	0	0	0	0	0.900	0.602	0.958
IL17A	MMP9	9606.ENSP00000344192	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.663	0.964
IL17A	VEGFA	9606.ENSP00000344192	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.739	0.972
IL17A	IL6	9606.ENSP00000344192	9606.ENSP00000385675	0	0	0	0	0.062	0	0.900	0.949	0.994
IL17A	IL10	9606.ENSP00000344192	9606.ENSP00000412237	0	0	0	0	0.065	0	0.900	0.949	0.994
IL17F	OSM	9606.ENSP00000337432	9606.ENSP00000215781	0	0	0	0	0	0	0.900	0.181	0.914
IL17F	LBP	9606.ENSP00000337432	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0.060	0.901
IL17F	TIMP1	9606.ENSP00000337432	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.184	0.914
IL17F	MMP2	9606.ENSP00000337432	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.143	0.910
IL17F	TGFB1	9606.ENSP00000337432	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.361	0.933
IL17F	HGF	9606.ENSP00000337432	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.113	0.907
IL17F	IL23A	9606.ENSP00000337432	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0.709	0.969
IL17F	LIF	9606.ENSP00000337432	9606.ENSP00000249075	0	0	0	0	0	0	0.900	0.204	0.916
IL17F	FGF2	9606.ENSP00000337432	9606.ENSP00000264498	0	0	0	0	0	0	0.900	0.165	0.912
IL17F	STAT3	9606.ENSP00000337432	9606.ENSP00000264657	0	0	0	0	0	0.730	0.900	0.687	0.990
IL17F	MMP3	9606.ENSP00000337432	9606.ENSP00000299855	0	0	0	0	0	0	0.900	0.310	0.928
IL17F	MMP1	9606.ENSP00000337432	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0.194	0.915
IL17F	POMC	9606.ENSP00000337432	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.042	0.900
IL17F	SAA1	9606.ENSP00000337432	9606.ENSP00000384906	0	0	0	0	0	0	0.900	0.243	0.921
IL17F	MMP9	9606.ENSP00000337432	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.321	0.929
IL17F	VEGFA	9606.ENSP00000337432	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.369	0.934
IL17F	LCN2	9606.ENSP00000337432	9606.ENSP00000362108	0	0	0	0	0	0	0.900	0.421	0.939
IL17F	IL17A	9606.ENSP00000337432	9606.ENSP00000344192	0	0	0	0.901	0.292	0.800	0.800	0.976	0.972
IL17F	IL10	9606.ENSP00000337432	9606.ENSP00000412237	0	0	0	0	0.062	0	0.900	0.739	0.973
IL17F	IL6	9606.ENSP00000337432	9606.ENSP00000385675	0	0	0	0	0.052	0	0.900	0.772	0.976
IL23A	OSM	9606.ENSP00000228534	9606.ENSP00000215781	0	0	0	0	0.076	0	0.900	0.159	0.915
IL23A	LBP	9606.ENSP00000228534	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0.047	0.900
IL23A	TIMP1	9606.ENSP00000228534	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.091	0.905
IL23A	MMP2	9606.ENSP00000228534	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.127	0.908
IL23A	TGFB1	9606.ENSP00000228534	9606.ENSP00000221930	0	0	0	0	0.069	0	0.900	0.162	0.915
IL23A	HGF	9606.ENSP00000228534	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0	0.900
IL23A	POMC	9606.ENSP00000228534	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0	0.900
IL23A	FGF2	9606.ENSP00000228534	9606.ENSP00000264498	0	0	0	0	0	0	0.900	0.063	0.902
IL23A	LIF	9606.ENSP00000228534	9606.ENSP00000249075	0	0	0	0	0	0	0.900	0.095	0.905
IL23A	MMP1	9606.ENSP00000228534	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0.138	0.910
IL23A	MMP3	9606.ENSP00000228534	9606.ENSP00000299855	0	0	0	0	0	0	0.900	0.155	0.911
IL23A	VEGFA	9606.ENSP00000228534	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.174	0.913
IL23A	MMP9	9606.ENSP00000228534	9606.ENSP00000361405	0	0	0	0	0.069	0	0.900	0.234	0.922
IL23A	LCN2	9606.ENSP00000228534	9606.ENSP00000362108	0	0	0	0	0	0	0.900	0.287	0.925
IL23A	SAA1	9606.ENSP00000228534	9606.ENSP00000384906	0	0	0	0	0	0	0.900	0.291	0.926
IL23A	STAT3	9606.ENSP00000228534	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.556	0.953
IL23A	IL10	9606.ENSP00000228534	9606.ENSP00000412237	0	0	0	0	0	0	0.900	0.660	0.964
IL23A	IL6	9606.ENSP00000228534	9606.ENSP00000385675	0	0	0	0	0.069	0	0.900	0.684	0.968
IL23A	IL17F	9606.ENSP00000228534	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.709	0.969
IL23A	IL17A	9606.ENSP00000228534	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.816	0.980
IL6	OSM	9606.ENSP00000385675	9606.ENSP00000215781	0	0	0	0	0.097	0.270	0.900	0.760	0.982
IL6	LBP	9606.ENSP00000385675	9606.ENSP00000217407	0	0	0	0	0.064	0	0.900	0.651	0.964
IL6	TIMP1	9606.ENSP00000385675	9606.ENSP00000218388	0	0	0	0	0.100	0	0.900	0.740	0.974
IL6	MMP2	9606.ENSP00000385675	9606.ENSP00000219070	0	0	0	0	0.076	0	0.900	0.715	0.971
IL6	TGFB1	9606.ENSP00000385675	9606.ENSP00000221930	0	0	0	0	0.065	0	0.900	0.901	0.990
IL6	HGF	9606.ENSP00000385675	9606.ENSP00000222390	0	0	0	0	0.060	0	0.900	0.736	0.973
IL6	IL23A	9606.ENSP00000385675	9606.ENSP00000228534	0	0	0	0	0.069	0	0.900	0.684	0.968
IL6	LIF	9606.ENSP00000385675	9606.ENSP00000249075	0	0	0	0	0.178	0	0.900	0.761	0.978
IL6	FGF2	9606.ENSP00000385675	9606.ENSP00000264498	0	0	0	0	0.061	0	0.900	0.764	0.975
IL6	STAT3	9606.ENSP00000385675	9606.ENSP00000264657	0	0	0	0	0	0.182	0.900	0.917	0.992
IL6	MMP3	9606.ENSP00000385675	9606.ENSP00000299855	0	0	0	0	0.112	0	0.900	0.768	0.977
IL6	MMP1	9606.ENSP00000385675	9606.ENSP00000322788	0	0	0	0	0.154	0	0.900	0.710	0.973
IL6	IL17F	9606.ENSP00000385675	9606.ENSP00000337432	0	0	0	0	0.052	0	0.900	0.772	0.976
IL6	IL17A	9606.ENSP00000385675	9606.ENSP00000344192	0	0	0	0	0.062	0	0.900	0.949	0.994
IL6	MMP9	9606.ENSP00000385675	9606.ENSP00000361405	0	0	0	0	0.075	0	0.900	0.861	0.986
IL6	LCN2	9606.ENSP00000385675	9606.ENSP00000362108	0	0	0	0	0.062	0	0.900	0.684	0.967
IL6	POMC	9606.ENSP00000385675	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.688	0.967
IL6	SAA1	9606.ENSP00000385675	9606.ENSP00000384906	0	0	0	0	0.098	0	0.900	0.668	0.967
IL6	IL10	9606.ENSP00000385675	9606.ENSP00000412237	0	0	0	0	0.073	0	0.300	0.960	0.972
IL6	VEGFA	9606.ENSP00000385675	9606.ENSP00000478570	0	0	0	0	0.063	0	0.900	0.879	0.987
ITGAM	MMP2	9606.ENSP00000441691	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.381	0.935
ITGAM	LRP1	9606.ENSP00000441691	9606.ENSP00000243077	0	0	0	0	0.049	0	0.900	0.377	0.935
ITGAM	PLG	9606.ENSP00000441691	9606.ENSP00000308938	0	0	0	0	0	0	0.900	0.412	0.938
ITGAM	PLAUR	9606.ENSP00000441691	9606.ENSP00000339328	0	0	0	0	0.077	0.270	0.900	0.976	0.998
ITGAM	MMP9	9606.ENSP00000441691	9606.ENSP00000361405	0	0	0	0	0.227	0	0.900	0.639	0.969
ITGAM	ITGB2	9606.ENSP00000441691	9606.ENSP00000380948	0	0	0	0	0.623	0.573	0.900	0.982	0.999
ITGB2	MMP2	9606.ENSP00000380948	9606.ENSP00000219070	0	0	0	0	0	0.069	0.900	0.250	0.924
ITGB2	LRP1	9606.ENSP00000380948	9606.ENSP00000243077	0	0	0	0	0	0.161	0.900	0.147	0.922
ITGB2	PLG	9606.ENSP00000380948	9606.ENSP00000308938	0	0	0	0	0.062	0	0.900	0.246	0.923
ITGB2	PLAUR	9606.ENSP00000380948	9606.ENSP00000339328	0	0	0	0	0.071	0.270	0.900	0.338	0.949
ITGB2	MMP9	9606.ENSP00000380948	9606.ENSP00000361405	0	0	0	0	0.290	0.069	0.900	0.399	0.955
ITGB2	ITGAM	9606.ENSP00000380948	9606.ENSP00000441691	0	0	0	0	0.623	0.573	0.900	0.982	0.999
JUP	MMP7	9606.ENSP00000377508	9606.ENSP00000260227	0	0	0	0	0	0.073	0.900	0.129	0.912
JUP	CDH1	9606.ENSP00000377508	9606.ENSP00000261769	0	0	0	0	0.105	0.975	0.900	0.857	0.999
JUP	MMP3	9606.ENSP00000377508	9606.ENSP00000299855	0	0	0	0	0	0.073	0.900	0.069	0.906
JUP	CTNNA1	9606.ENSP00000377508	9606.ENSP00000304669	0	0	0	0	0.072	0.915	0.900	0.615	0.996
JUP	CTNNB1	9606.ENSP00000377508	9606.ENSP00000344456	0	0	0	0.968	0	0.881	0.900	0.764	0.987
JUP	SRC	9606.ENSP00000377508	9606.ENSP00000362680	0	0	0	0	0.068	0.295	0.900	0.349	0.951
JUP	CTNND1	9606.ENSP00000377508	9606.ENSP00000382004	0	0	0	0	0.102	0.516	0.900	0.701	0.985
KITLG	PRKCA	9606.ENSP00000228280	9606.ENSP00000408695	0	0	0	0	0.060	0	0.900	0.162	0.914
KITLG	STAT3	9606.ENSP00000228280	9606.ENSP00000264657	0	0	0	0	0.056	0	0.900	0.479	0.946
KITLG	MMP9	9606.ENSP00000228280	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.535	0.951
KITLG	CMA1	9606.ENSP00000228280	9606.ENSP00000250378	0	0	0	0	0	0.213	0.900	0.672	0.971
KLK2	MMP8	9606.ENSP00000313581	9606.ENSP00000236826	0	0	0	0	0	0	0.900	0.093	0.905
KLK2	IGF1	9606.ENSP00000313581	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.193	0.915
KLK2	IGFALS	9606.ENSP00000313581	9606.ENSP00000416683	0	0	0	0	0.061	0.056	0.900	0	0.903
KLK2	IGF2	9606.ENSP00000313581	9606.ENSP00000391826	0	0	0	0	0	0	0.900	0.146	0.910
KLK2	MMP9	9606.ENSP00000313581	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.217	0.918
KLK2	IGFBP3	9606.ENSP00000313581	9606.ENSP00000370473	0	0	0	0	0	0	0.900	0.306	0.927
KLKB1	MMP3	9606.ENSP00000264690	9606.ENSP00000299855	0	0	0	0	0	0	0.900	0.195	0.916
KLKB1	MMP1	9606.ENSP00000264690	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0.217	0.918
KLKB1	A2M	9606.ENSP00000264690	9606.ENSP00000323929	0	0	0	0	0.111	0.134	0.600	0.933	0.976
LAMA3	MMP2	9606.ENSP00000324532	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.195	0.916
LAMA3	HGF	9606.ENSP00000324532	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.067	0.902
LAMA3	LAMB1	9606.ENSP00000324532	9606.ENSP00000222399	0	0	0	0.590	0.541	0.554	0.900	0.725	0.984
LAMA3	LAMA5	9606.ENSP00000324532	9606.ENSP00000252999	0	0	0	0.904	0.102	0	0.900	0.556	0.911
LAMA3	LAMC1	9606.ENSP00000324532	9606.ENSP00000258341	0	0	0	0.583	0.667	0.525	0.900	0.710	0.987
LAMA3	MMP7	9606.ENSP00000324532	9606.ENSP00000260227	0	0	0	0	0.069	0	0.900	0.217	0.920
LAMA3	MMP20	9606.ENSP00000324532	9606.ENSP00000260228	0	0	0	0	0	0	0.900	0.372	0.934
LAMA3	MMP13	9606.ENSP00000324532	9606.ENSP00000260302	0	0	0	0	0	0	0.900	0.180	0.914
LAMA3	LAMC2	9606.ENSP00000324532	9606.ENSP00000264144	0	0	0	0.588	0.219	0.402	0.900	0.922	0.968
LAMA3	MMP3	9606.ENSP00000324532	9606.ENSP00000299855	0	0	0	0	0	0	0.900	0.203	0.916
LAMA3	SDC2	9606.ENSP00000324532	9606.ENSP00000307046	0	0	0	0	0	0.270	0.900	0.193	0.935
LAMA3	MMP14	9606.ENSP00000324532	9606.ENSP00000308208	0	0	0	0	0.076	0	0.900	0.217	0.921
LAMA3	PLG	9606.ENSP00000324532	9606.ENSP00000308938	0	0	0	0	0	0.270	0.900	0.103	0.928
LAMA3	MMP19	9606.ENSP00000324532	9606.ENSP00000313437	0	0	0	0	0	0	0.900	0.149	0.911
LAMA3	SRC	9606.ENSP00000324532	9606.ENSP00000362680	0	0	0	0	0.085	0.056	0.900	0.096	0.911
LAMA3	SDC4	9606.ENSP00000324532	9606.ENSP00000361818	0	0	0	0	0.089	0	0.900	0.136	0.914
LAMA3	MMP12	9606.ENSP00000324532	9606.ENSP00000458585	0	0	0	0	0.065	0	0.900	0.162	0.914
LAMA3	LAMB3	9606.ENSP00000324532	9606.ENSP00000375778	0	0	0	0.610	0.359	0.385	0.900	0.887	0.971
LAMA5	HGF	9606.ENSP00000252999	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.113	0.907
LAMA5	LAMB1	9606.ENSP00000252999	9606.ENSP00000222399	0	0	0	0.589	0.568	0.906	0.900	0.767	0.996
LAMA5	SDC1	9606.ENSP00000252999	9606.ENSP00000370542	0	0	0	0	0.098	0	0.900	0.072	0.908
LAMA5	SRC	9606.ENSP00000252999	9606.ENSP00000362680	0	0	0	0	0.083	0.056	0.900	0.065	0.908
LAMA5	LAMA3	9606.ENSP00000252999	9606.ENSP00000324532	0	0	0	0.904	0.102	0	0.900	0.556	0.911
LAMA5	MMP14	9606.ENSP00000252999	9606.ENSP00000308208	0	0	0	0	0.076	0	0.900	0.197	0.919
LAMA5	COL1A2	9606.ENSP00000252999	9606.ENSP00000297268	0	0	0	0	0.062	0.102	0.900	0.286	0.931
LAMA5	LAMC2	9606.ENSP00000252999	9606.ENSP00000264144	0	0	0	0.617	0.062	0.261	0.900	0.538	0.939
LAMA5	LAMB3	9606.ENSP00000252999	9606.ENSP00000375778	0	0	0	0.635	0.182	0.230	0.900	0.569	0.945
LAMA5	LAMC1	9606.ENSP00000252999	9606.ENSP00000258341	0	0	0	0.622	0.670	0.966	0.900	0.807	0.999
LAMB1	HGF	9606.ENSP00000222399	9606.ENSP00000222390	0	0	0	0	0.053	0	0.900	0.091	0.906
LAMB1	PRKCA	9606.ENSP00000222399	9606.ENSP00000408695	0	0	0	0	0	0	0.900	0.072	0.903
LAMB1	SRC	9606.ENSP00000222399	9606.ENSP00000362680	0	0	0	0	0.062	0	0.900	0.085	0.906
LAMB1	LAMB3	9606.ENSP00000222399	9606.ENSP00000375778	0	0	0	0.733	0.088	0	0.900	0.647	0.920
LAMB1	CDH1	9606.ENSP00000222399	9606.ENSP00000261769	0	0	0	0	0	0	0.900	0.260	0.922
LAMB1	MMP14	9606.ENSP00000222399	9606.ENSP00000308208	0	0	0	0	0.162	0	0.900	0.181	0.925
LAMB1	LAMC2	9606.ENSP00000222399	9606.ENSP00000264144	0	0	0	0.588	0.170	0.230	0.900	0.670	0.949
LAMB1	LAMA3	9606.ENSP00000222399	9606.ENSP00000324532	0	0	0	0.590	0.541	0.554	0.900	0.725	0.984
LAMB1	LAMA5	9606.ENSP00000222399	9606.ENSP00000252999	0	0	0	0.589	0.568	0.906	0.900	0.767	0.996
LAMB1	LAMC1	9606.ENSP00000222399	9606.ENSP00000258341	0	0	0	0.681	0.744	0.971	0.900	0.892	0.999
LAMB3	MMP2	9606.ENSP00000375778	9606.ENSP00000219070	0	0	0	0	0.064	0	0.900	0.233	0.921
LAMB3	HGF	9606.ENSP00000375778	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.109	0.907
LAMB3	LAMB1	9606.ENSP00000375778	9606.ENSP00000222399	0	0	0	0.733	0.088	0	0.900	0.647	0.920
LAMB3	LAMA5	9606.ENSP00000375778	9606.ENSP00000252999	0	0	0	0.635	0.182	0.230	0.900	0.569	0.945
LAMB3	LAMC1	9606.ENSP00000375778	9606.ENSP00000258341	0	0	0	0.619	0.186	0.230	0.900	0.572	0.946
LAMB3	MMP7	9606.ENSP00000375778	9606.ENSP00000260227	0	0	0	0	0.076	0	0.900	0.194	0.919
LAMB3	MMP20	9606.ENSP00000375778	9606.ENSP00000260228	0	0	0	0	0	0	0.900	0.460	0.943
LAMB3	MMP13	9606.ENSP00000375778	9606.ENSP00000260302	0	0	0	0	0	0	0.900	0.235	0.920
LAMB3	LAMC2	9606.ENSP00000375778	9606.ENSP00000264144	0	0	0	0.552	0.381	0.464	0.900	0.906	0.978
LAMB3	MMP3	9606.ENSP00000375778	9606.ENSP00000299855	0	0	0	0	0.076	0	0.900	0.210	0.920
LAMB3	MMP14	9606.ENSP00000375778	9606.ENSP00000308208	0	0	0	0	0.184	0	0.900	0.202	0.929
LAMB3	PLG	9606.ENSP00000375778	9606.ENSP00000308938	0	0	0	0	0	0	0.900	0.109	0.907
LAMB3	MMP19	9606.ENSP00000375778	9606.ENSP00000313437	0	0	0	0	0.076	0	0.900	0	0.903
LAMB3	LAMA3	9606.ENSP00000375778	9606.ENSP00000324532	0	0	0	0.610	0.359	0.385	0.900	0.887	0.971
LAMB3	SRC	9606.ENSP00000375778	9606.ENSP00000362680	0	0	0	0	0.084	0	0.900	0.094	0.909
LAMB3	MMP12	9606.ENSP00000375778	9606.ENSP00000458585	0	0	0	0	0.088	0	0.900	0.146	0.915
LAMC1	HGF	9606.ENSP00000258341	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.069	0.902
LAMC1	LAMB1	9606.ENSP00000258341	9606.ENSP00000222399	0	0	0	0.681	0.744	0.971	0.900	0.892	0.999
LAMC1	LAMA5	9606.ENSP00000258341	9606.ENSP00000252999	0	0	0	0.622	0.670	0.966	0.900	0.807	0.999
LAMC1	LAMC2	9606.ENSP00000258341	9606.ENSP00000264144	0	0	0	0.912	0.065	0	0.900	0.765	0.908
LAMC1	SRC	9606.ENSP00000258341	9606.ENSP00000362680	0	0	0	0	0.062	0.056	0.900	0.158	0.915
LAMC1	MMP14	9606.ENSP00000258341	9606.ENSP00000308208	0	0	0	0	0.182	0	0.900	0.206	0.929
LAMC1	LAMB3	9606.ENSP00000258341	9606.ENSP00000375778	0	0	0	0.619	0.186	0.230	0.900	0.572	0.946
LAMC1	LAMA3	9606.ENSP00000258341	9606.ENSP00000324532	0	0	0	0.583	0.667	0.525	0.900	0.710	0.987
LAMC1	NID1	9606.ENSP00000258341	9606.ENSP00000264187	0	0	0	0	0.200	0.955	0.600	0.926	0.998
LAMC2	MMP2	9606.ENSP00000264144	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.288	0.925
LAMC2	HGF	9606.ENSP00000264144	9606.ENSP00000222390	0	0	0	0	0.065	0	0.900	0.121	0.910
LAMC2	LAMB1	9606.ENSP00000264144	9606.ENSP00000222399	0	0	0	0.588	0.170	0.230	0.900	0.670	0.949
LAMC2	LAMA5	9606.ENSP00000264144	9606.ENSP00000252999	0	0	0	0.617	0.062	0.261	0.900	0.538	0.939
LAMC2	LAMC1	9606.ENSP00000264144	9606.ENSP00000258341	0	0	0	0.912	0.065	0	0.900	0.765	0.908
LAMC2	MMP7	9606.ENSP00000264144	9606.ENSP00000260227	0	0	0	0	0.092	0	0.900	0.257	0.926
LAMC2	MMP20	9606.ENSP00000264144	9606.ENSP00000260228	0	0	0	0	0	0	0.900	0.259	0.922
LAMC2	MMP13	9606.ENSP00000264144	9606.ENSP00000260302	0	0	0	0	0	0	0.900	0.194	0.915
LAMC2	CDH1	9606.ENSP00000264144	9606.ENSP00000261769	0	0	0	0	0.108	0	0.900	0.336	0.935
LAMC2	MMP19	9606.ENSP00000264144	9606.ENSP00000313437	0	0	0	0	0	0	0.900	0	0.900
LAMC2	PRKCA	9606.ENSP00000264144	9606.ENSP00000408695	0	0	0	0	0	0	0.900	0.074	0.903
LAMC2	SRC	9606.ENSP00000264144	9606.ENSP00000362680	0	0	0	0	0	0.056	0.900	0.109	0.908
LAMC2	PLG	9606.ENSP00000264144	9606.ENSP00000308938	0	0	0	0	0	0	0.900	0.134	0.909
LAMC2	MMP12	9606.ENSP00000264144	9606.ENSP00000458585	0	0	0	0	0.062	0	0.900	0.169	0.915
LAMC2	MMP3	9606.ENSP00000264144	9606.ENSP00000299855	0	0	0	0	0	0	0.900	0.212	0.917
LAMC2	MMP14	9606.ENSP00000264144	9606.ENSP00000308208	0	0	0	0	0.069	0	0.900	0.321	0.931
LAMC2	LAMA3	9606.ENSP00000264144	9606.ENSP00000324532	0	0	0	0.588	0.219	0.402	0.900	0.922	0.968
LAMC2	LAMB3	9606.ENSP00000264144	9606.ENSP00000375778	0	0	0	0.552	0.381	0.464	0.900	0.906	0.978
LBP	OSM	9606.ENSP00000217407	9606.ENSP00000215781	0	0	0	0	0	0	0.900	0	0.900
LBP	FGF2	9606.ENSP00000217407	9606.ENSP00000264498	0	0	0	0	0	0	0.900	0.048	0.900
LBP	IL23A	9606.ENSP00000217407	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0.047	0.900
LBP	LIF	9606.ENSP00000217407	9606.ENSP00000249075	0	0	0	0	0	0	0.900	0	0.900
LBP	IL17F	9606.ENSP00000217407	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.060	0.901
LBP	MMP1	9606.ENSP00000217407	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0.073	0.903
LBP	MMP3	9606.ENSP00000217407	9606.ENSP00000299855	0	0	0	0	0	0	0.900	0.101	0.906
LBP	POMC	9606.ENSP00000217407	9606.ENSP00000384092	0	0	0	0	0.063	0	0.900	0.084	0.906
LBP	HGF	9606.ENSP00000217407	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.117	0.907
LBP	TGFB1	9606.ENSP00000217407	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.125	0.908
LBP	MMP2	9606.ENSP00000217407	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.124	0.908
LBP	VEGFA	9606.ENSP00000217407	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.145	0.910
LBP	TIMP1	9606.ENSP00000217407	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.171	0.913
LBP	MMP9	9606.ENSP00000217407	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.181	0.914
LBP	STAT3	9606.ENSP00000217407	9606.ENSP00000264657	0	0	0	0	0.062	0	0.900	0.193	0.917
LBP	IL17A	9606.ENSP00000217407	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.241	0.920
LBP	LCN2	9606.ENSP00000217407	9606.ENSP00000362108	0	0	0	0	0.065	0	0.900	0.252	0.923
LBP	SAA1	9606.ENSP00000217407	9606.ENSP00000384906	0	0	0	0	0.123	0	0.900	0.414	0.944
LBP	IL10	9606.ENSP00000217407	9606.ENSP00000412237	0	0	0	0	0	0	0.900	0.464	0.944
LBP	IL6	9606.ENSP00000217407	9606.ENSP00000385675	0	0	0	0	0.064	0	0.900	0.651	0.964
LCN2	OSM	9606.ENSP00000362108	9606.ENSP00000215781	0	0	0	0	0	0	0.900	0.282	0.925
LCN2	LBP	9606.ENSP00000362108	9606.ENSP00000217407	0	0	0	0	0.065	0	0.900	0.252	0.923
LCN2	TIMP1	9606.ENSP00000362108	9606.ENSP00000218388	0	0	0	0	0.065	0	0.900	0.675	0.966
LCN2	MMP2	9606.ENSP00000362108	9606.ENSP00000219070	0	0	0	0	0	0.270	0.900	0.671	0.973
LCN2	TGFB1	9606.ENSP00000362108	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.358	0.933
LCN2	HGF	9606.ENSP00000362108	9606.ENSP00000222390	0	0	0	0	0	0.213	0.900	0.324	0.942
LCN2	IL23A	9606.ENSP00000362108	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0.287	0.925
LCN2	LIF	9606.ENSP00000362108	9606.ENSP00000249075	0	0	0	0	0.063	0	0.900	0.150	0.913
LCN2	FGF2	9606.ENSP00000362108	9606.ENSP00000264498	0	0	0	0	0	0	0.900	0.283	0.925
LCN2	STAT3	9606.ENSP00000362108	9606.ENSP00000264657	0	0	0	0	0.062	0	0.900	0.468	0.945
LCN2	MMP3	9606.ENSP00000362108	9606.ENSP00000299855	0	0	0	0	0.062	0	0.900	0.361	0.934
LCN2	MMP1	9606.ENSP00000362108	9606.ENSP00000322788	0	0	0	0	0.052	0	0.900	0.508	0.949
LCN2	IL17F	9606.ENSP00000362108	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.421	0.939
LCN2	IL17A	9606.ENSP00000362108	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.602	0.958
LCN2	MMP9	9606.ENSP00000362108	9606.ENSP00000361405	0	0	0	0	0.096	0.670	0.900	0.989	0.999
LCN2	POMC	9606.ENSP00000362108	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.242	0.920
LCN2	VEGFA	9606.ENSP00000362108	9606.ENSP00000478570	0	0	0	0	0	0.101	0.900	0.469	0.948
LCN2	IL10	9606.ENSP00000362108	9606.ENSP00000412237	0	0	0	0	0	0	0.900	0.561	0.954
LCN2	SAA1	9606.ENSP00000362108	9606.ENSP00000384906	0	0	0	0	0.162	0	0.900	0.526	0.956
LCN2	IL6	9606.ENSP00000362108	9606.ENSP00000385675	0	0	0	0	0.062	0	0.900	0.684	0.967
LIF	OSM	9606.ENSP00000249075	9606.ENSP00000215781	0	0	0	0	0	0	0.600	0.835	0.931
LIF	LBP	9606.ENSP00000249075	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0	0.900
LIF	TIMP1	9606.ENSP00000249075	9606.ENSP00000218388	0	0	0	0	0.098	0	0.900	0.335	0.934
LIF	MMP2	9606.ENSP00000249075	9606.ENSP00000219070	0	0	0	0	0.077	0	0.900	0.288	0.928
